Order ID,Order date,Product ID,Description,Category,CHEM,CHEM TECH,LAB ROOM,Shipment ID,Ship date actual,Shipment status,Tags,Core Queue
AMZN-000392735,2026-08-17,EAP190-1QTCS,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,650979477,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392798,2026-08-17,EAP190-1QTCS,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,650979784,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392501,2026-08-17,EAP190-1QTCS,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,650981844,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392621,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650988253,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392624,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650989218,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392627,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650990294,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392714,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650990560,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392768,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650990741,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392744,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650990931,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392537,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650993623,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392585,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650994321,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392732,2026-08-17,EAP190-1L,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,650994900,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392483,2026-08-17,EAP190-1L,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,650995311,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392477,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650995378,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392525,2026-08-17,EAP190-1L,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,650995613,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392582,2026-08-17,HEL-1QT,"Heptane Lab Grade, 1 Gallon Total - 1 Quart",Other Chemicals,2,,No,650995765,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392615,2026-08-17,ACW325P-5LB,"Activated Carbon (Charcoal) Powder, Food Grade, Kosher, Halal, Wood Based",Granular,2,,Yes,650996017,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392699,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650996526,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392441,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650996877,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392684,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650997172,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392198,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650997331,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392465,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,650997629,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392765,2026-08-17,HEL-1QT,"Heptane Lab Grade, 1 Gallon Total - 1 Quart",Other Chemicals,2,,No,650998630,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392648,2026-08-17,HEL-1QT,"Heptane Lab Grade, 1 Gallon Total - 1 Quart",Other Chemicals,2,,No,650999113,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392762,2026-08-17,ACW325P-5LB,"Activated Carbon (Charcoal) Powder, Food Grade, Kosher, Halal, Wood Based",Granular,2,,Yes,650999962,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392759,2026-08-17,EAP190-1L,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651000375,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392573,2026-08-17,PEG400F-1GAL,"Polyethylene Glycol (PEG) 400 Food Grade (FCC), Kosher, Halal",Other Chemicals,1,,No,651000702,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392045,2026-08-17,HPF10-1GAL,"Hydrogen Peroxide 10% Solution, Food Grade, Kosher, Halal",Solutions,2,,No,651003629,2026-08-17,shipped,"Austin Warehouse, Restricted Combination - Hydrogen Peroxide",Warehouse
AMZN-000392795,2026-08-17,HEL-1QT,"Heptane Lab Grade, 1 Gallon Total - 1 Quart",Other Chemicals,2,,No,651004624,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000391589,2026-08-17,EGL-4L,Ethylene Glycol 99% Lab Grade,Other Chemicals,3,,No,651005802,2026-08-17,shipped,Austin Warehouse,Warehouse
000391157,2026-08-17,Multiple products,Multiple products,,,,,651007978,2026-08-17,shipped,"PA, Austin Warehouse, Split Order",Warehouse
000391205,2026-08-17,Multiple products,Multiple products,,,,,651010281,2026-08-17,shipped,"PA, Austin Warehouse, Split Order",Warehouse
000391250,2026-08-17,Multiple products,Multiple products,,,,,651019679,2026-08-17,shipped,Austin Warehouse,Warehouse
000391331,2026-08-17,Multiple products,Multiple products,,,,,651022244,2026-08-17,shipped,"Austin Warehouse, Roshan, Restricted Combination - Hydrogen Peroxide",Warehouse
000391343,2026-08-17,Multiple products,Multiple products,,,,,651024401,2026-08-17,shipped,Austin Warehouse,Warehouse
000391466,2026-08-17,Multiple products,Multiple products,,,,,651024944,2026-08-17,shipped,Austin Warehouse,Warehouse
000391595,2026-08-17,BZKNF50-1L,"Benzalkonium Chloride 50% Solution, NF Grade",Solutions,3,,No,651028092,2026-08-17,shipped,Austin Warehouse,Warehouse
000391697,2026-08-17,MERL-25g,"Mercury Metal, Lab Grade, 99.99% - 25g",Other Chemicals,3,,Yes,651028865,2026-08-17,shipped,"Austin Warehouse, Restricted Combination - Mercury, Partial Restriction",Warehouse
000391757,2026-08-17,Multiple products,Multiple products,Granular,,,,651036178,2026-08-17,shipped,Austin Warehouse,Warehouse
000391805,2026-08-17,SOCHLGL-12.5KG,"Sodium Chloride, Lab Grade",Granular,2,,Yes,651037008,2026-08-17,shipped,Austin Warehouse,Warehouse
000391835,2026-08-17,LAF88-1GAL,"Lactic Acid 88%, Food Grade (FCC), Kosher",Acids,4,,No,651037824,2026-08-17,shipped,Austin Warehouse,Warehouse
000391868,2026-08-17,Multiple products,Multiple products,,,,,651038264,2026-08-17,shipped,"Austin Warehouse, Restricted Combination - Mercury, Partial Restriction",Warehouse
000391886,2026-08-17,DMFL-1GAL,Dimethylformamide 99.8% Lab Grade,Other Chemicals,2,,No,651039327,2026-08-17,shipped,Austin Warehouse,Warehouse
000391940,2026-08-17,POSBGU-1LB,"Potassium Sorbate, USP/FCC, Kosher, Halal",Granular,3,,Yes,651040135,2026-08-17,shipped,Austin Warehouse,Warehouse
000391952,2026-08-17,EAS40B200-1L,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,651040645,2026-08-17,shipped,"Austin Warehouse, Partial Restriction",Warehouse
000392111,2026-08-17,55-GAL-WRENCH-BLUE,"4-in-1 Drum Wrench Opener, Non Sparking",Lab Supplies,,,,651043163,2026-08-17,shipped,Austin Warehouse,Warehouse
000392156,2026-08-17,EAF200-1L,"Food Grade Ethanol, 200 Proof, Kosher, Halal",Pure Alcohols,1,,No,651043448,2026-08-17,shipped,Austin Warehouse,Warehouse
000392174,2026-08-17,TRIX100-500ML,Triton X-100 Surfactant,Other Chemicals,3,,No,651053629,2026-08-17,shipped,Austin Warehouse,Warehouse
000391490,2026-08-17,SINIGL-100G,Silver Nitrate Crystal Lab Grade,Granular,Lab Tech,,Yes,651054181,2026-08-17,shipped,"Austin Warehouse, Roshan, Restricted Chemical",Warehouse
000392201,2026-08-17,Multiple products,Multiple products,,,,,651054736,2026-08-17,shipped,Austin Warehouse,Warehouse
000392249,2026-08-17,ETACL-500ML,Ethyl Acetate Lab Grade,Other Chemicals,2,,No,651056764,2026-08-17,shipped,Austin Warehouse,Warehouse
000392279,2026-08-17,IPAL99-500ML,Isopropyl Alcohol 99.8% Lab Grade,Alcohols,1,,No,651057863,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000388326-1,2026-08-17,Multiple products,Multiple products,,,,,651067293,2026-08-17,shipped,,
000392321,2026-08-17,AAF99-1L,"Acetic Acid Glacial 99% FCC/Food Grade, Kosher, Halal",Acids,4,,Yes,651068024,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392354,2026-08-17,EAP190-1L,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651068402,2026-08-17,shipped,Austin Warehouse,Warehouse
000392324,2026-08-17,HEL-1L,Heptane Lab Grade,Other Chemicals,2,,No,651068667,2026-08-17,shipped,Austin Warehouse,Warehouse
000391808,2026-08-17,MSS-1GAL,Stoddard Solvent Lab Grade,Other Chemicals,2,,No,651071891,2026-08-17,shipped,Austin Warehouse,Warehouse
000391826,2026-08-17,ACW325P-12KG,"Activated Carbon (Charcoal) Powder, Food Grade, Kosher, Halal, Wood Based",Granular,2,,Yes,651073096,2026-08-17,shipped,Austin Warehouse,Warehouse
000391976,2026-08-17,AMHA30-2.5L,"Ammonium Hydroxide 28-30% Solution, ACS Grade",Solutions,3,,Yes,651074797,2026-08-17,shipped,Austin Warehouse,Warehouse
000392051,2026-08-17,AMHA30-4L,"Ammonium Hydroxide 28-30% Solution, ACS Grade",Solutions,3,,Yes,651077163,2026-08-17,shipped,Austin Warehouse,Warehouse
000392069,2026-08-17,EAP190-500ML,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651077443,2026-08-17,shipped,Austin Warehouse,Warehouse
000392210,2026-08-17,PEG400F-5GAL,"Polyethylene Glycol (PEG) 400 Food Grade (FCC), Kosher, Halal",Other Chemicals,1,,No,651088583,2026-08-17,shipped,Austin Warehouse,Warehouse
000392222,2026-08-17,NAA70-2.5L,"Nitric Acid 70%, ACS Reagent Grade",Acids,4,,Yes,651089201,2026-08-17,shipped,"Austin Warehouse, Restricted Combination - Nitric Acid",Warehouse
000392342,2026-08-17,PS80F-1GAL,"Polysorbate 80, Food Grade, Kosher, Halal",Other Chemicals,1,,No,651089643,2026-08-17,shipped,Austin Warehouse,Warehouse
000392351,2026-08-17,PEG400F-1L,"Polyethylene Glycol (PEG) 400 Food Grade (FCC), Kosher, Halal",Other Chemicals,1,,No,651090125,2026-08-17,shipped,Austin Warehouse,Warehouse
000392381,2026-08-17,EAP200-1PP,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651090711,2026-08-17,shipped,Austin Warehouse,Warehouse
000392384,2026-08-17,AAF99-1L,"Acetic Acid Glacial 99% FCC/Food Grade, Kosher, Halal",Acids,4,,Yes,651091119,2026-08-17,shipped,Austin Warehouse,Warehouse
000392387,2026-08-17,EAP140-1L,"Ethanol 140 Proof (70%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651091403,2026-08-17,shipped,Austin Warehouse,Warehouse
000392444,2026-08-17,BZKNF50-500ML,"Benzalkonium Chloride 50% Solution, NF Grade",Solutions,3,,No,651091809,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392504,2026-08-17,SOCHLGL-25KG,"Sodium Chloride, Lab Grade",Granular,2,,Yes,651092714,2026-08-17,shipped,Austin Warehouse,Warehouse
000392495,2026-08-17,Multiple products,Multiple products,,,,,651093141,2026-08-17,shipped,"PA, Austin Warehouse, Split Order",Warehouse
000391979,2026-08-17,Multiple products,Multiple products,,,,,651106444,2026-08-17,shipped,Austin Warehouse,Warehouse
000392048,2026-08-17,WALCMS-4L,"Water, LC/MS Grade",Other Chemicals,1,,Yes,651108957,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392228,2026-08-17,Multiple products,Multiple products,,,,,651110284,2026-08-17,shipped,Austin Warehouse,Warehouse
000392261,2026-08-17,Multiple products,Multiple products,,,,,651110655,2026-08-17,shipped,"Austin Warehouse, Roshan",Warehouse
000392498,2026-08-17,HEHP-500ML,n-Heptane 99% High Purity Grade,Other Chemicals,2,,No,651125035,2026-08-17,shipped,Austin Warehouse,Warehouse
WMT000392612,2026-08-17,HPF30-1L,"Hydrogen Peroxide 30% Solution, Food Grade, Kosher, Halal",Solutions,2,,No,651112171,2026-08-17,shipped,"Austin Warehouse, Restricted Combination - Hydrogen Peroxide",Warehouse
000392618,2026-08-17,MERL-100g,"Mercury Metal, Lab Grade, 99.99% - 100g",Other Chemicals,3,,Yes,651112515,2026-08-17,shipped,"Austin Warehouse, Partial Restriction",Warehouse
000392660,2026-08-17,Multiple products,Multiple products,,,,,651112873,2026-08-17,shipped,"Austin Warehouse, Restricted Combination - Mercury, Partial Restriction",Warehouse
000392693,2026-08-17,FAL90-500ML,"Formic Acid 90% Solution, Lab Grade",Acids,4,,Yes,651113361,2026-08-17,shipped,Austin Warehouse,Warehouse
000392750,2026-08-17,EAS40B200-1L,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,651114319,2026-08-17,shipped,"Austin Warehouse, Partial Restriction",Warehouse
AMZN-000392771,2026-08-17,CAMCU-1LB,"Camphor, Crystals, USP Grade, Kosher",Granular,3,,Yes,651114652,2026-08-17,shipped,Austin Warehouse,Warehouse
000392804,2026-08-17,MSV-1GAL,Varsol Solvent,Other Chemicals,2,,No,651115307,2026-08-17,shipped,Austin Warehouse,Warehouse
000392873,2026-08-17,EAF200-1L,"Food Grade Ethanol, 200 Proof, Kosher, Halal",Pure Alcohols,1,,No,651116670,2026-08-17,shipped,Austin Warehouse,Warehouse
000392888,2026-08-17,EAP200-1L,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651117363,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392930,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,651117670,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000392981,2026-08-17,MAL-1QT,Methanol 99.85% Lab Grade - 1 Quart,Alcohols,2,,No,651118097,2026-08-17,shipped,Austin Warehouse,Warehouse
000392954,2026-08-17,EAF200-1L,"Food Grade Ethanol, 200 Proof, Kosher, Halal",Pure Alcohols,1,,No,651118431,2026-08-17,shipped,Austin Warehouse,Warehouse
000392975,2026-08-17,AMHL30-2.5L,"Ammonium Hydroxide 27-30% Solution, Lab Grade",Solutions,3,,Yes,651118886,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000393032,2026-08-17,EAP190-1L,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651119390,2026-08-17,shipped,Austin Warehouse,Warehouse
000393008,2026-08-17,EGL-1GAL,Ethylene Glycol 99% Lab Grade,Other Chemicals,3,,No,651120020,2026-08-17,shipped,Austin Warehouse,Warehouse
000393020,2026-08-17,BZALCF-1GAL,Benzyl Alcohol NF/FCC Grade,Alcohols,2,,No,651120250,2026-08-17,shipped,Austin Warehouse,Warehouse
000393029,2026-08-17,IPAU99-1L,"Isopropyl Alcohol 99.8% USP Grade, Kosher, Halal",Alcohols,1,,No,651120509,2026-08-17,shipped,Austin Warehouse,Warehouse
000393074,2026-08-17,MCTC-1L,"MCT Oil Coconut Based USP/FCC/Food Grade, Kosher, Halal",Other Chemicals,1,,No,651121016,2026-08-17,shipped,Austin Warehouse,Warehouse
AMZN-000393053,2026-08-17,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,651121612,2026-08-17,shipped,Austin Warehouse,Warehouse
000391493,2026-08-17,MAHYGL-2.5KG,"Magnesium Hydroxide, Lab Grade",Granular,3,,Yes,651182414,2026-08-17,shipped,Austin Warehouse,Warehouse
000391496,2026-08-17,POSUGA-2.5KG,"Potassium Sulfate, ACS Grade",Granular,3,,Yes,651182617,2026-08-17,shipped,Austin Warehouse,Warehouse
000391547,2026-08-18,EDTA1M-4L,"EDTA Disodium 1.0M Solution, Reagent Grade",Solutions,Lab Tech,,Yes,651244722,2026-08-18,shipped,"Austin Warehouse, Roshan",Warehouse
000391748,2026-08-18,Multiple products,Multiple products,,,,,651246199,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000392081,2026-08-18,SHCN125-1QT,Sodium Hypochlorite 12.5% Solution - 1 Quart,Solutions,3,,No,651252310,2026-08-18,shipped,Austin Warehouse,Warehouse
WMT000392681,2026-08-18,HPF30-1L,"Hydrogen Peroxide 30% Solution, Food Grade, Kosher, Halal",Solutions,2,,No,651252585,2026-08-18,shipped,"Austin Warehouse, Restricted Combination - Hydrogen Peroxide",Warehouse
AMZN-000393422,2026-08-18,EAP190-1L,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651252735,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000393383,2026-08-18,EAOS190-1L,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,651253059,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000393380,2026-08-18,EAOS190-1L,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,651253210,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000393227,2026-08-18,EAP190-1QTCS,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651253681,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000393158,2026-08-18,EAP190-1QTCS,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651254244,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000393362,2026-08-18,EAP190-1QTCS,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651254429,2026-08-18,shipped,Austin Warehouse,Warehouse
000392333,2026-08-18,EAS40B200-1L,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,651257621,2026-08-18,shipped,"Austin Warehouse, Partial Restriction",Warehouse
AMZN-000393359,2026-08-18,EAP190-1L,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651258632,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000392978,2026-08-18,CTALF-1GAL,"Citric Acid 50% Solution, FCC/Food Grade, Kosher, Halal",Solutions,4,,No,651260158,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000393275,2026-08-18,EAP190-1L,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651260711,2026-08-18,shipped,Austin Warehouse,Warehouse
000391802,2026-08-18,Multiple products,"Caffeine Powder, USP/FCC/Food Grade, Kosher, Halal",Granular,,,,651261659,2026-08-18,shipped,Austin Warehouse,Warehouse
000391844,2026-08-18,CAOXGL-2.5KG,"Calcium Oxide Powder, Lab Grade",Granular,3,,Yes,651263319,2026-08-18,shipped,Austin Warehouse,Warehouse
000391889,2026-08-18,Multiple products,Multiple products,,,,,651263514,2026-08-18,shipped,Austin Warehouse,Warehouse
000392033,2026-08-18,Multiple products,Multiple products,Other Chemicals,,,,651264490,2026-08-18,shipped,Austin Warehouse,Warehouse
000392213,2026-08-18,TCAACLA85-1OZ,"Trichloroacetic Acid, 85%",Acids,3,,Yes,651268153,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000393230,2026-08-18,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,651277986,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000393176,2026-08-18,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,651278319,2026-08-18,shipped,Austin Warehouse,Warehouse
AMZN-000393131,2026-08-18,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,651278596,2026-08-18,shipped,Austin Warehouse,Warehouse
000393485,2026-08-18,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,651278980,2026-08-18,shipped,Austin Warehouse,Warehouse
000392345,2026-08-18,EAS40B200-500ML,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,651299906,2026-08-18,shipped,"Austin Warehouse, Partial Restriction",Warehouse
000392360,2026-08-18,HPF25-500ML,"Hydrogen Peroxide 25% Solution, Food Grade, Kosher, Halal",Solutions,2,,No,651301780,2026-08-18,shipped,"Austin Warehouse, Restricted Combination - Hydrogen Peroxide",Warehouse
000392366,2026-08-18,Multiple products,Multiple products,,,,,651302234,2026-08-18,shipped,"Austin Warehouse, Roshan",Warehouse
000392426,2026-08-18,TCAACLA85-1OZ,"Trichloroacetic Acid, 85%",Acids,3,,Yes,651302440,2026-08-18,shipped,Austin Warehouse,Warehouse
000392432,2026-08-18,EAS40B200-1L,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,651302685,2026-08-18,shipped,"Austin Warehouse, Partial Restriction",Warehouse
000392474,2026-08-18,MCTOC-500ML,"Organic MCT Oil, Kosher, Halal, USP/FCC",Other Chemicals,1,,No,651303149,2026-08-18,shipped,Austin Warehouse,Warehouse
000392492,2026-08-18,HPL10-1L,"Hydrogen Peroxide 10% Solution, Lab Grade",Solutions,2,,No,651303508,2026-08-18,shipped,"Austin Warehouse, Restricted Combination - Hydrogen Peroxide",Warehouse
000392570,2026-08-18,Multiple products,Multiple products,Solutions,,,,651304263,2026-08-18,shipped,"Austin Warehouse, Restricted Combination - Hydrogen Peroxide",Warehouse
000392639,2026-08-18,NMPL-4L,"NMP, 1-Methyl-2-Pyrrolidone, Lab Grade",Other Chemicals,2,,No,651304424,2026-08-18,shipped,Austin Warehouse,Warehouse
000392663,2026-08-18,HPF30-1L,"Hydrogen Peroxide 30% Solution, Food Grade, Kosher, Halal",Solutions,2,,No,651304663,2026-08-18,shipped,"Austin Warehouse, Restricted Combination - Hydrogen Peroxide",Warehouse
000392756,2026-08-18,NMPL-4L,"NMP, 1-Methyl-2-Pyrrolidone, Lab Grade",Other Chemicals,2,,No,651305328,2026-08-18,shipped,Austin Warehouse,Warehouse
000392780,2026-08-18,MCTOC-4L,"Organic MCT Oil, Kosher, Halal, USP/FCC",Other Chemicals,1,,No,651306015,2026-08-18,shipped,Austin Warehouse,Warehouse
WMT000392849,2026-08-18,HPF30-1L,"Hydrogen Peroxide 30% Solution, Food Grade, Kosher, Halal",Solutions,2,,No,651311452,2026-08-18,shipped,"Austin Warehouse, Restricted Combination - Hydrogen Peroxide",Warehouse
000393110,2026-08-18,MAL-1L,Methanol 99.85% Lab Grade,Alcohols,2,,No,651312202,2026-08-18,shipped,Austin Warehouse,Warehouse
000393113,2026-08-18,SUAA96-1L,"Sulfuric Acid 96% ACS Reagent Grade Solution (95-98%, Concentrated H2SO4)",Acids,4,,Yes,651312442,2026-08-18,shipped,Austin Warehouse,Warehouse
000393128,2026-08-18,MOLLU-1GAL,"Light Mineral Oil, USP Grade, Kosher, Halal",Other Chemicals,1,,No,651313005,2026-08-18,shipped,Austin Warehouse,Warehouse
000393203,2026-08-18,HEL-1L,Heptane Lab Grade,Other Chemicals,2,,No,651313608,2026-08-18,shipped,Austin Warehouse,Warehouse
000391688,2026-08-18,Multiple products,Multiple products,,,,,651321282,2026-08-18,shipped,Austin Warehouse,Warehouse
000393284,2026-08-18,NMPL-1L,"NMP, 1-Methyl-2-Pyrrolidone, Lab Grade",Other Chemicals,2,,No,651348211,2026-08-18,shipped,Austin Warehouse,Warehouse
000393299,2026-08-18,EAP140-500ML,"Ethanol 140 Proof (70%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,651348885,2026-08-18,shipped,Austin Warehouse,Warehouse
000392192,2026-08-18,Multiple products,Multiple products,,,,,651362645,2026-08-18,shipped,"PA, Austin Warehouse, Split Order, Roshan",Warehouse
000392303,2026-08-18,GLF-1GAL,"Glycerin 99% USP/NF/FCC/Food Grade, Kosher, Halal",Other Chemicals,1,,No,651363252,2026-08-18,shipped,"Austin Warehouse, Restricted Combination - Glycerin",Warehouse
000392462,2026-08-18,TOLA-1L,Toluene ACS Grade,Other Chemicals,2,,Yes,651364119,2026-08-18,shipped,"Austin Warehouse, Restricted Chemical",Warehouse
000393341,2026-08-18,Multiple products,Multiple products,,,,,651365297,2026-08-18,shipped,"PA, Austin Warehouse, Split Order",Warehouse
000392576,2026-08-18,EAS40B190-500ML,"SDA 40B Ethanol 190 Proof (95%), Kosher, Halal",Alcohols,1,,No,651371834,2026-08-18,shipped,"Austin Warehouse, Partial Restriction",Warehouse
000392651,2026-08-18,POHYSA1N-500ML,"Potassium Hydroxide 1N Solution, Reagent Grade",Solutions,Lab Tech,,Yes,651372011,2026-08-18,shipped,"Austin Warehouse, Roshan",Warehouse
